,电影,票房占比,综合票房,场均人次,排片占比,上座率
3698,邓小平登黄山,<0.1%,1.30,109,<0.1%,57.4%
3699,简单爱,<0.1%,1.23,1,0.3%,2.3%
3700,哆啦A梦：伴我同行,<0.1%,1.18,148,<0.1%,--
3701,天河,<0.1%,1.18,590,<0.1%,--
3702,听说,<0.1%,1.14,2,0.1%,8.8%
3703,王化买父,<0.1%,1.11,31,<0.1%,--
3704,通道转兵,<0.1%,1.08,49,<0.1%,--
3705,默守那份情,<0.1%,1.06,5,<0.1%,16.8%
3706,红楼梦,<0.1%,1.01,36,<0.1%,69.3%
3707,小时代4：灵魂尽头,73.1%,10716.76,49,48.0%,55.8%
3708,道士下山,11.8%,1740.99,17,17.8%,22.3%
3709,侏罗纪世界,5.4%,792.29,20,7.1%,26.9%
3710,横冲直撞好莱坞,2.3%,346.53,11,6.6%,20.5%
3711,杀破狼2,1.8%,273.06,12,4.2%,22.3%
3712,我是路人甲,1.4%,216.12,12,3.9%,20.2%
3713,栀子花开,1.3%,193.56,48,0.8%,40.8%
3714,张震讲故事之鬼迷心窍,0.5%,81.72,7,2.9%,13.3%
3715,三只小猪与神灯,0.4%,65.88,8,1.9%,14.0%
3716,再次出发之纽约遇见你,0.4%,61.92,20,0.5%,27.6%
3717,当流星划过天际,0.1%,29.15,123,<0.1%,100%
3718,情回鹭岛,0.1%,29.06,116,<0.1%,100%
3719,汽车人总动员,0.1%,23.84,4,1.7%,7.5%
3720,分歧者2：绝地反击,0.1%,17.99,11,0.2%,24.9%
3721,罪恶赎金,<0.1%,12.32,3,0.8%,7.6%
3722,西游超级粉,<0.1%,9.89,3,0.8%,8.0%
3723,小猪班纳大电影之梦想大“帽”险,<0.1%,8.03,5,0.4%,13.8%
3724,旋风九日,<0.1%,5.63,59,<0.1%,100%
3725,西藏天空,<0.1%,4.24,120,<0.1%,100%
3726,捉妖记,<0.1%,3.39,125,<0.1%,100%
3727,惊魂电影院,<0.1%,3.39,5,0.2%,29.6%
3728,午夜43路,<0.1%,3.25,5,0.1%,15.8%
3729,黄克功案件,<0.1%,2.42,129,<0.1%,77.7%
3730,邓小平登黄山,<0.1%,1.56,75,<0.1%,56.1%
3731,西游记之大圣归来,<0.1%,1.55,9,<0.1%,29.1%
3732,我的男友和狗,<0.1%,1.42,7,<0.1%,31.8%
3733,红楼梦,<0.1%,1.31,35,<0.1%,100%
3734,少年班,<0.1%,1.21,3,0.1%,11.1%
3735,栀子花开,41.9%,9637.83,61,31.7%,78.0%
3736,小时代4：灵魂尽头,39.9%,9171.52,49,38.5%,56.7%
3737,西游记之大圣归来,7.8%,1799.82,35,9.2%,53.6%
3738,道士下山,4.8%,1122.25,22,7.4%,33.8%
3739,猪猪侠之终极决战,2.8%,649.78,24,5.1%,37.5%
3740,横冲直撞好莱坞,0.4%,108.45,14,1.4%,40.8%
3741,杀破狼2,0.4%,99.23,16,1.0%,37.3%
3742,我是路人甲,0.4%,95.74,18,0.9%,42.2%
3743,亲，别怕,0.1%,43.73,7,1.2%,17.8%
3744,再次出发之纽约遇见你,0.1%,40.27,34,0.1%,46.8%
3745,张震讲故事之鬼迷心窍,0.1%,32.28,10,0.6%,25.0%
3746,当流星划过天际,0.1%,29.75,125,<0.1%,100%
3747,情回鹭岛,0.1%,29.74,120,<0.1%,100%
3748,分歧者2：绝地反击,<0.1%,18.32,22,<0.1%,41.1%
3749,捉妖记,<0.1%,11.72,182,<0.1%,100%
3750,三只小猪与神灯,<0.1%,10.22,11,0.2%,24.1%
3751,罪恶赎金,<0.1%,7.11,5,0.3%,21.8%
3752,旋风九日,<0.1%,5.42,62,<0.1%,100%
3753,西藏天空,<0.1%,4.18,122,<0.1%,--
3754,惊魂电影院,<0.1%,3.73,5,0.2%,31.4%
3755,汽车人总动员,<0.1%,3.70,3,0.3%,13.0%
3756,少年班,<0.1%,3.01,25,<0.1%,33.4%
3757,邓小平登黄山,<0.1%,2.43,63,<0.1%,45.8%
3758,命中注定,<0.1%,2.20,123,<0.1%,100%
3759,通道转兵,<0.1%,1.63,60,<0.1%,--
3760,西游超级粉,<0.1%,1.54,3,0.1%,17.9%
3761,狼图腾,<0.1%,1.11,36,<0.1%,100%
3762,黄克功案件,<0.1%,1.10,83,<0.1%,--
3763,默守那份情,<0.1%,1.07,14,<0.1%,100%
3764,栀子花开,36.9%,8514.16,49,33.5%,62.8%
3765,小时代4：灵魂尽头,36.0%,8310.72,45,36.7%,51.7%
3766,西游记之大圣归来,12.3%,2853.64,47,10.4%,72.7%
3767,道士下山,6.7%,1562.18,35,6.3%,55.9%
3768,猪猪侠之终极决战,4.6%,1075.10,32,6.1%,54.6%
3769,杀破狼2,0.6%,139.97,25,0.8%,60.7%
3770,我是路人甲,0.5%,126.68,30,0.7%,75.8%
3771,横冲直撞好莱坞,0.5%,119.87,21,0.9%,71.5%
3772,再次出发之纽约遇见你,0.2%,67.40,50,0.1%,75.1%
3773,亲，别怕,0.1%,42.74,8,1.0%,22.5%
3774,张震讲故事之鬼迷心窍,0.1%,36.35,13,0.5%,30.9%
3775,情回鹭岛,0.1%,29.08,117,<0.1%,100%
3776,当流星划过天际,0.1%,29.06,126,<0.1%,100%
3777,分歧者2：绝地反击,0.1%,23.37,25,<0.1%,45.2%
3778,捉妖记,<0.1%,21.88,136,<0.1%,100%
3779,三只小猪与神灯,<0.1%,18.10,17,0.2%,31.2%
3780,少女哪吒,<0.1%,12.60,18,0.1%,34.6%
3781,罪恶赎金,<0.1%,9.49,6,0.3%,28.0%
3782,汽车人总动员,<0.1%,8.03,6,0.3%,30.1%
3783,惊魂电影院,<0.1%,3.74,5,0.2%,35.7%
3784,煎饼侠,<0.1%,3.43,141,<0.1%,100%
3785,小猪班纳大电影之梦想大“帽”险,<0.1%,2.44,5,0.1%,23.5%
3786,默守那份情,<0.1%,1.78,22,<0.1%,100%
3787,西游超级粉,<0.1%,1.51,3,0.1%,16.9%
3788,旋风九日,<0.1%,1.34,26,<0.1%,81.8%
3789,通道转兵,<0.1%,1.27,52,<0.1%,--
3790,午夜43路,<0.1%,1.16,7,<0.1%,33.8%
3791,王化买父,<0.1%,1.15,26,<0.1%,60.7%
3792,鲁邦三世VS名侦探柯南,<0.1%,1.03,16,<0.1%,--
3793,小时代4：灵魂尽头,33.1%,7677.05,43,35.7%,49.6%
3794,栀子花开,32.3%,7497.65,44,32.7%,55.2%
3795,西游记之大圣归来,17.3%,4016.08,58,11.8%,86.5%
3796,道士下山,6.5%,1520.28,34,6.3%,55.5%
3797,猪猪侠之终极决战,5.4%,1252.32,35,6.4%,60.1%
3798,捉妖记,2.1%,506.72,164,0.4%,100%
3799,杀破狼2,0.6%,143.37,26,0.8%,63.1%
3800,我是路人甲,0.5%,122.25,30,0.7%,75.2%
3801,横冲直撞好莱坞,0.5%,116.02,21,0.9%,71.7%
3802,再次出发之纽约遇见你,0.3%,74.28,50,0.2%,72.7%
3803,亲，别怕,0.1%,36.99,8,0.9%,17.9%
3804,情回鹭岛,0.1%,30.51,121,<0.1%,100%
3805,当流星划过天际,0.1%,30.51,129,<0.1%,100%
3806,张震讲故事之鬼迷心窍,0.1%,30.19,11,0.5%,27.5%
3807,三只小猪与神灯,0.1%,23.73,24,0.2%,55.6%
3808,分歧者2：绝地反击,<0.1%,18.41,21,<0.1%,39.5%
3809,少女哪吒,<0.1%,10.69,19,<0.1%,47.7%
3810,汽车人总动员,<0.1%,9.73,7,0.3%,36.7%
3811,罪恶赎金,<0.1%,6.93,5,0.3%,24.3%
3812,煎饼侠,<0.1%,5.97,208,<0.1%,--
3813,惊魂电影院,<0.1%,4.42,5,0.2%,33.8%
3814,小猪班纳大电影之梦想大“帽”险,<0.1%,4.06,6,0.1%,32.4%
3815,对风说爱你,<0.1%,2.39,19,<0.1%,84.9%
3816,西游超级粉,<0.1%,1.69,3,0.1%,13.8%
3817,鲁邦三世VS名侦探柯南,<0.1%,1.48,31,<0.1%,--
3818,通道转兵,<0.1%,1.40,60,<0.1%,--
3819,王化买父,<0.1%,1.23,25,<0.1%,64.1%
3820,午夜43路,<0.1%,1.14,7,<0.1%,37.5%
3821,默守那份情,<0.1%,1.12,16,<0.1%,100%
3822,西藏天空,<0.1%,1.12,70,<0.1%,--
3823,西游记之大圣归来,31.0%,3956.43,49,14.6%,65.9%
3824,栀子花开,29.2%,3727.18,24,32.2%,29.1%
3825,小时代4：灵魂尽头,27.1%,3466.16,22,32.9%,26.0%
3826,道士下山,5.8%,747.96,17,7.0%,26.9%
3827,猪猪侠之终极决战,3.0%,391.06,13,5.8%,22.1%
3828,杀破狼2,0.5%,72.67,13,0.9%,31.5%
3829,横冲直撞好莱坞,0.4%,58.81,10,1.0%,30.3%
3830,我是路人甲,0.4%,56.85,13,0.8%,25.5%
3831,当流星划过天际,0.3%,48.58,130,<0.1%,100%
3832,情回鹭岛,0.3%,43.50,121,<0.1%,100%
3833,再次出发之纽约遇见你,0.3%,43.21,24,0.2%,33.5%
3834,亲，别怕,0.2%,28.98,6,1.0%,13.7%
3835,煎饼侠,0.1%,24.78,176,<0.1%,--
3836,张震讲故事之鬼迷心窍,0.1%,22.26,8,0.5%,19.7%
3837,分歧者2：绝地反击,<0.1%,10.50,13,0.1%,32.0%
3838,西藏天空,<0.1%,7.51,146,<0.1%,100%
3839,少女哪吒,<0.1%,5.65,9,0.1%,21.9%
3840,三只小猪与神灯,<0.1%,5.07,9,0.1%,17.1%
3841,罪恶赎金,<0.1%,4.29,3,0.3%,15.1%
3842,惊魂电影院,<0.1%,3.74,5,0.2%,30.4%
3843,汽车人总动员,<0.1%,2.22,2,0.2%,11.0%
3844,旋风九日,<0.1%,1.65,39,<0.1%,100%
3845,默守那份情,<0.1%,1.23,13,<0.1%,100%
3846,我的男友和狗,<0.1%,1.19,24,<0.1%,61.6%
3847,邓小平登黄山,<0.1%,1.05,86,<0.1%,58.5%
3848,李三娘,<0.1%,1.05,33,<0.1%,100%
3849,午夜43路,<0.1%,1.00,5,<0.1%,18.6%
3850,西游记之大圣归来,45.3%,5768.90,51,20.3%,60.1%
3851,栀子花开,22.6%,2885.40,20,30.2%,25.0%
3852,小时代4：灵魂尽头,21.1%,2690.79,19,30.2%,23.4%
3853,道士下山,5.2%,671.70,16,6.7%,25.4%
3854,猪猪侠之终极决战,2.3%,302.69,11,5.4%,18.2%
3855,杀破狼2,0.4%,62.00,12,0.9%,30.3%
3856,当流星划过天际,0.3%,45.11,126,<0.1%,100%
3857,情回鹭岛,0.3%,45.07,124,<0.1%,100%
3858,我是路人甲,0.3%,43.49,11,0.7%,23.8%
3859,横冲直撞好莱坞,0.3%,43.20,8,0.9%,28.7%
3860,再次出发之纽约遇见你,0.3%,41.80,23,0.3%,32.1%
3861,亲，别怕,0.1%,25.39,6,0.9%,13.4%
3862,张震讲故事之鬼迷心窍,0.1%,20.22,8,0.5%,19.3%
3863,煎饼侠,<0.1%,11.95,203,<0.1%,100%
3864,分歧者2：绝地反击,<0.1%,8.96,10,0.1%,31.0%
3865,西藏天空,<0.1%,6.70,144,<0.1%,100%
3866,捉妖记,<0.1%,6.02,124,<0.1%,100%
3867,三只小猪与神灯,<0.1%,4.63,9,0.1%,15.9%
3868,少女哪吒,<0.1%,4.28,7,0.1%,16.1%
3869,罪恶赎金,<0.1%,3.78,3,0.3%,13.7%
3870,惊魂电影院,<0.1%,3.09,4,0.2%,24.9%
3871,小羊肖恩,<0.1%,2.61,83,<0.1%,100%
3872,旋风九日,<0.1%,2.54,42,<0.1%,100%
3873,汽车人总动员,<0.1%,2.10,3,0.2%,12.2%
3874,午夜43路,<0.1%,1.54,7,<0.1%,31.4%
3875,潜艇总动员之时光宝盒,<0.1%,1.22,204,<0.1%,--
3876,王化买父,<0.1%,1.03,26,<0.1%,55.3%
3877,李三娘,<0.1%,1.02,32,<0.1%,100%
3878,西游记之大圣归来,51.7%,6587.90,49,24.1%,53.4%
3879,栀子花开,17.7%,2253.28,17,28.1%,21.3%
3880,小时代4：灵魂尽头,16.9%,2149.45,16,27.8%,20.7%
3881,道士下山,4.5%,576.94,14,6.5%,22.1%
3882,捉妖记,4.2%,537.50,62,1.4%,49.3%
3883,猪猪侠之终极决战,1.9%,253.62,10,5.2%,14.7%
3884,杀破狼2,0.4%,54.27,11,0.8%,24.3%
3885,当流星划过天际,0.3%,44.66,122,<0.1%,100%
3886,横冲直撞好莱坞,0.3%,43.93,9,0.9%,26.6%
3887,情回鹭岛,0.3%,39.81,115,<0.1%,100%
3888,我是路人甲,0.3%,39.19,11,0.7%,21.7%
3889,再次出发之纽约遇见你,0.2%,38.14,20,0.3%,28.7%
3890,亲，别怕,0.1%,20.76,5,0.8%,11.7%
3891,张震讲故事之鬼迷心窍,<0.1%,10.16,5,0.5%,12.2%
3892,煎饼侠,<0.1%,8.83,128,<0.1%,100%
3893,分歧者2：绝地反击,<0.1%,6.28,8,0.1%,23.1%
3894,西藏天空,<0.1%,5.42,141,<0.1%,100%
3895,旋风九日,<0.1%,4.84,54,<0.1%,91.8%
3896,罪恶赎金,<0.1%,3.74,3,0.3%,12.7%
3897,惊魂电影院,<0.1%,3.18,4,0.2%,23.2%
3898,三只小猪与神灯,<0.1%,3.17,6,0.1%,13.0%
3899,少女哪吒,<0.1%,2.62,5,0.1%,9.8%
3900,简单爱,<0.1%,2.40,12,0.1%,100%
3901,少年班,<0.1%,1.92,18,<0.1%,32.6%
3902,情满人间,<0.1%,1.49,250,<0.1%,88.3%
3903,汽车人总动员,<0.1%,1.40,2,0.2%,7.3%
3904,午夜43路,<0.1%,1.34,6,<0.1%,31.6%
3905,对风说爱你,<0.1%,1.11,5,<0.1%,27.9%
3906,李三娘,<0.1%,1.09,29,<0.1%,100%
3907,黄克功案件,<0.1%,1.06,304,<0.1%,--
3908,天河,<0.1%,1.02,510,<0.1%,--
3909,捉妖记,66.0%,16277.49,69,40.6%,71.9%
3910,西游记之大圣归来,19.8%,4898.47,43,20.5%,57.2%
3911,小时代4：灵魂尽头,4.9%,1226.98,18,13.9%,32.7%
3912,栀子花开,4.6%,1142.76,16,15.0%,28.9%
3913,煎饼侠,2.9%,719.51,88,1.6%,80.4%
3914,猪猪侠之终极决战,0.4%,123.22,10,2.5%,15.9%
3915,道士下山,0.4%,100.05,8,1.9%,19.5%
3916,当流星划过天际,0.1%,40.52,121,<0.1%,100%
3917,情回鹭岛,0.1%,39.96,118,<0.1%,100%
3918,再次出发之纽约遇见你,<0.1%,16.27,20,0.1%,29.3%
3919,杀破狼2,<0.1%,13.39,8,0.3%,18.5%
3920,我是路人甲,<0.1%,8.16,7,0.2%,18.2%
3921,亲，别怕,<0.1%,6.87,4,0.3%,8.9%
3922,横冲直撞好莱坞,<0.1%,4.69,4,0.2%,14.2%
3923,西藏天空,<0.1%,4.58,91,<0.1%,100%
3924,旋风九日,<0.1%,3.54,46,<0.1%,100%
3925,三只小猪与神灯,<0.1%,3.14,9,<0.1%,21.7%
3926,张震讲故事之鬼迷心窍,<0.1%,2.62,3,0.2%,7.3%
3927,罪恶赎金,<0.1%,2.53,2,0.3%,12.7%
3928,惊魂电影院,<0.1%,2.50,3,0.2%,20.0%
3929,分歧者2：绝地反击,<0.1%,2.11,7,<0.1%,15.6%
3930,命中注定,<0.1%,2.01,86,<0.1%,80.8%
3931,潜艇总动员之时光宝盒,<0.1%,1.56,195,<0.1%,--
3932,狼图腾,<0.1%,1.53,25,<0.1%,74.6%
3933,少女哪吒,<0.1%,1.50,6,<0.1%,16.1%
3934,王化买父,<0.1%,1.46,50,<0.1%,88.6%
3935,通道转兵,<0.1%,1.02,49,<0.1%,--
3936,捉妖记,41.9%,13541.53,70,32.3%,76.7%
3937,煎饼侠,41.1%,13270.12,73,34.7%,92.3%
3938,西游记之大圣归来,11.3%,3665.64,47,13.5%,69.7%
3939,小羊肖恩,1.9%,613.38,24,5.3%,43.6%
3940,小时代4：灵魂尽头,1.6%,539.75,20,5.1%,49.7%
3941,栀子花开,1.3%,428.01,16,5.2%,39.7%
3942,猪猪侠之终极决战,0.1%,47.61,12,0.7%,21.6%
3943,情回鹭岛,0.1%,40.23,125,<0.1%,100%
3944,当流星划过天际,0.1%,39.69,116,<0.1%,100%
3945,道士下山,<0.1%,23.64,7,0.5%,24.3%
3946,再次出发之纽约遇见你,<0.1%,8.49,27,<0.1%,57.5%
3947,我是路人甲,<0.1%,5.15,17,<0.1%,54.8%
3948,旋风九日,<0.1%,5.14,61,<0.1%,100%
3949,杀破狼2,<0.1%,4.62,9,<0.1%,18.9%
3950,西藏天空,<0.1%,4.00,127,<0.1%,--
3951,亲，别怕,<0.1%,3.60,5,0.1%,11.3%
3952,情满人间,<0.1%,3.43,379,<0.1%,100%
3953,爱情魔发师,<0.1%,2.98,2,0.5%,5.9%
3954,邓小平登黄山,<0.1%,2.85,82,<0.1%,100%
3955,少年班,<0.1%,2.39,27,<0.1%,27.4%
3956,分歧者2：绝地反击,<0.1%,2.39,20,<0.1%,82.2%
3957,寻找声音的耳朵,<0.1%,2.03,129,<0.1%,--
3958,三只小猪与神灯,<0.1%,1.76,13,<0.1%,38.2%
3959,惊魂电影院,<0.1%,1.70,3,0.1%,23.1%
3960,罪恶赎金,<0.1%,1.48,2,0.1%,11.1%
3961,西游超级粉,<0.1%,1.33,4,<0.1%,31.0%
3962,致命对决,<0.1%,1.32,12,<0.1%,100%
3963,狼图腾,<0.1%,1.23,38,<0.1%,100%
3964,通道转兵,<0.1%,1.21,48,<0.1%,--
3965,李三娘,<0.1%,1.20,37,<0.1%,100%
3966,汽车人总动员,<0.1%,1.19,2,0.1%,13.5%
3967,医缘,<0.1%,1.15,203,<0.1%,100%
3968,张震讲故事之鬼迷心窍,<0.1%,1.09,4,<0.1%,10.6%
3969,王化买父,<0.1%,1.06,37,<0.1%,64.7%
3970,潜艇总动员之时光宝盒,<0.1%,1.03,172,<0.1%,--
3971,横冲直撞好莱坞,<0.1%,1.01,5,<0.1%,20.0%
3972,捉妖记,43.5%,18525.28,89,33.1%,100%
3973,煎饼侠,36.0%,15349.34,79,35.6%,100%
3974,西游记之大圣归来,14.6%,6223.72,71,14.6%,100%
3975,小羊肖恩,2.4%,1048.65,39,5.4%,76.0%
3976,小时代4：灵魂尽头,1.2%,548.37,26,3.8%,66.8%
3977,栀子花开,1.1%,482.67,25,3.7%,66.2%
3978,猪猪侠之终极决战,0.3%,149.45,30,0.8%,58.7%
3979,情回鹭岛,<0.1%,39.96,118,<0.1%,100%
3980,当流星划过天际,<0.1%,39.36,115,<0.1%,100%
3981,道士下山,<0.1%,35.47,11,0.4%,25.4%
3982,再次出发之纽约遇见你,<0.1%,11.88,36,<0.1%,72.5%
3983,杀破狼2,<0.1%,8.30,16,<0.1%,30.9%
3984,命中注定,<0.1%,5.70,156,<0.1%,100%
3985,我是路人甲,<0.1%,5.30,22,<0.1%,68.1%
3986,亲，别怕,<0.1%,4.12,7,0.1%,21.5%
3987,西藏天空,<0.1%,3.25,97,<0.1%,--
3988,三只小猪与神灯,<0.1%,3.07,22,<0.1%,78.3%
3989,我亲爱的小淘气,<0.1%,2.61,323,<0.1%,70.7%
3990,爱情魔发师,<0.1%,2.59,2,0.4%,6.8%
3991,分歧者2：绝地反击,<0.1%,2.37,18,<0.1%,54.7%
3992,狼图腾,<0.1%,2.32,56,<0.1%,100%
3993,惊魂电影院,<0.1%,2.27,4,0.1%,29.8%
3994,汽车人总动员,<0.1%,2.25,4,0.1%,24.1%
3995,罪恶赎金,<0.1%,1.78,3,0.1%,14.7%
3996,少女哪吒,<0.1%,1.28,30,<0.1%,100%
3997,西游超级粉,<0.1%,1.26,3,<0.1%,14.3%
3998,通道转兵,<0.1%,1.25,51,<0.1%,--
3999,小猪班纳大电影之梦想大“帽”险,<0.1%,1.16,4,<0.1%,25.8%
4000,张震讲故事之鬼迷心窍,<0.1%,1.15,5,<0.1%,15.0%
4001,王化买父,<0.1%,1.12,42,<0.1%,83.4%
4002,捉妖记,44.8%,18133.31,86,33.9%,96.6%
4003,煎饼侠,34.1%,13819.08,72,35.2%,93.5%
4004,西游记之大圣归来,15.2%,6168.61,67,15.4%,96.3%
4005,小羊肖恩,2.4%,1003.69,38,5.2%,75.7%
4006,小时代4：灵魂尽头,1.1%,449.50,24,3.3%,66.7%
4007,栀子花开,0.9%,389.60,23,3.2%,64.7%
4008,猪猪侠之终极决战,0.3%,152.90,32,0.8%,59.7%
4009,命中注定,0.3%,146.28,94,0.2%,91.7%
4010,放心去飞,<0.1%,38.77,126,<0.1%,--
4011,憨哥进城,<0.1%,38.19,119,<0.1%,--
4012,道士下山,<0.1%,22.13,9,0.3%,27.6%
4013,再次出发之纽约遇见你,<0.1%,13.12,44,<0.1%,85.5%
4014,赛尔号大电影5：雷神崛起,<0.1%,11.76,67,<0.1%,98.3%
4015,杀破狼2,<0.1%,4.76,14,<0.1%,23.6%
4016,我是路人甲,<0.1%,4.52,21,<0.1%,56.1%
4017,三只小猪与神灯,<0.1%,3.39,24,<0.1%,74.8%
4018,亲，别怕,<0.1%,2.85,6,0.1%,15.0%
4019,汽车人总动员,<0.1%,2.76,4,0.1%,25.4%
4020,罪恶赎金,<0.1%,2.57,4,0.1%,23.9%
4021,天河,<0.1%,2.52,630,<0.1%,--
4022,爱情魔发师,<0.1%,2.28,2,0.4%,7.8%
4023,简单爱,<0.1%,2.12,18,<0.1%,100%
4024,狼图腾,<0.1%,1.94,58,<0.1%,100%
4025,保持通话,<0.1%,1.91,87,<0.1%,--
4026,小猪班纳大电影之梦想大“帽”险,<0.1%,1.90,5,<0.1%,32.2%
4027,少年班,<0.1%,1.89,64,<0.1%,51.2%
4028,惊魂电影院,<0.1%,1.78,4,0.1%,33.1%
4029,约定倒计时,<0.1%,1.56,14,<0.1%,80.6%
4030,通道转兵,<0.1%,1.24,59,<0.1%,--
4031,西藏天空,<0.1%,1.21,61,<0.1%,--
4032,王化买父,<0.1%,1.17,35,<0.1%,67.9%
4033,李三娘,<0.1%,1.07,43,<0.1%,100%
4034,西游超级粉,<0.1%,1.01,3,<0.1%,12.2%
4035,捉妖记,46.6%,10902.93,54,34.6%,60.1%
4036,煎饼侠,35.6%,8344.98,47,34.3%,61.5%
4037,西游记之大圣归来,13.1%,3072.97,35,15.7%,51.0%
4038,小羊肖恩,1.5%,372.04,16,5.0%,31.8%
4039,小时代4：灵魂尽头,1.0%,237.61,16,3.0%,61.1%
4040,栀子花开,0.8%,200.94,13,3.2%,33.8%
4041,小时代4：灵魂尽头（含纪录片《最好的我们》）,0.2%,65.86,15,0.8%,42.6%
4042,憨哥进城,0.1%,40.40,121,<0.1%,--
4043,放心去飞,0.1%,39.92,121,<0.1%,--
4044,猪猪侠之终极决战,0.1%,33.06,10,0.6%,18.9%
4045,西藏天空,<0.1%,12.85,230,<0.1%,--
4046,道士下山,<0.1%,12.75,6,0.3%,18.8%
4047,再次出发之纽约遇见你,<0.1%,6.68,22,<0.1%,49.3%
4048,命中注定,<0.1%,5.66,175,<0.1%,100%
4049,奥拉星：进击圣殿,<0.1%,4.18,79,<0.1%,72.3%
4050,三只小猪与神灯,<0.1%,2.57,17,<0.1%,44.2%
4051,爱情魔发师,<0.1%,2.55,2,0.4%,7.0%
4052,杀破狼2,<0.1%,2.34,8,<0.1%,11.5%
4053,亲，别怕,<0.1%,2.26,5,0.1%,13.1%
4054,汽车人总动员,<0.1%,2.09,3,0.1%,25.9%
4055,罪恶赎金,<0.1%,2.08,3,0.1%,18.9%
4056,横冲直撞好莱坞,<0.1%,1.83,21,<0.1%,53.7%
4057,保持通话,<0.1%,1.49,79,<0.1%,--
4058,我是路人甲,<0.1%,1.43,6,<0.1%,15.0%
4059,王化买父,<0.1%,1.30,40,<0.1%,78.4%
4060,狼图腾,<0.1%,1.08,30,<0.1%,100%
4061,旋风九日,<0.1%,1.06,29,<0.1%,100%
4062,捉妖记,47.9%,10186.79,51,34.3%,56.2%
4063,煎饼侠,33.4%,7092.64,43,32.4%,56.3%
4064,西游记之大圣归来,13.4%,2848.94,34,15.5%,48.6%
4065,小羊肖恩,1.4%,300.86,15,4.4%,29.5%
4066,模仿游戏,1.3%,286.38,12,4.8%,19.4%
4067,小时代4：灵魂尽头,0.7%,160.56,14,2.3%,51.0%
4068,栀子花开,0.6%,137.48,12,2.4%,35.7%
4069,小时代4：灵魂尽头（含纪录片《最好的我们》）,0.2%,56.87,13,0.9%,100%
4070,放心去飞,0.1%,40.00,125,<0.1%,100%
4071,憨哥进城,0.1%,40.00,119,<0.1%,100%
4072,猪猪侠之终极决战,0.1%,24.49,10,0.5%,20.8%
4073,道士下山,<0.1%,10.56,6,0.2%,19.9%
4074,再次出发之纽约遇见你,<0.1%,5.45,27,<0.1%,53.6%
4075,命中注定,<0.1%,4.17,58,<0.1%,88.0%
4076,西藏天空,<0.1%,2.74,99,<0.1%,--
4077,杀破狼2,<0.1%,2.54,10,<0.1%,14.1%
4078,亲，别怕,<0.1%,2.44,5,0.1%,14.4%
4079,谜城,<0.1%,2.27,111,<0.1%,100%
4080,旋风九日,<0.1%,2.05,36,<0.1%,100%
4081,罪恶赎金,<0.1%,1.44,3,0.1%,14.8%
4082,三只小猪与神灯,<0.1%,1.41,16,<0.1%,45.4%
4083,我是路人甲,<0.1%,1.37,8,<0.1%,21.4%
4084,爱情魔发师,<0.1%,1.34,1,0.4%,6.5%
4085,天河,<0.1%,1.26,630,<0.1%,--
4086,李三娘,<0.1%,1.21,38,<0.1%,100%
4087,王化买父,<0.1%,1.20,38,<0.1%,81.2%
4088,通灵之六世古宅,<0.1%,1.12,150,<0.1%,--
4089,小猪班纳大电影之梦想大“帽”险,<0.1%,1.06,3,0.1%,19.6%
4090,捉妖记,48.2%,9006.78,45,34.5%,49.4%
4091,煎饼侠,32.4%,6059.22,37,32.2%,48.1%
4092,西游记之大圣归来,13.5%,2518.86,30,15.6%,43.0%
4093,模仿游戏,1.7%,323.23,14,4.5%,22.1%
4094,小羊肖恩,1.4%,266.11,13,4.4%,25.5%
4095,小时代4：灵魂尽头,0.7%,147.07,13,2.3%,32.7%
4096,栀子花开,0.6%,116.49,10,2.4%,30.6%
4097,小时代4：灵魂尽头（含纪录片《最好的我们》）,0.2%,50.68,12,0.8%,100%
4098,憨哥进城,0.2%,40.25,120,<0.1%,100%
4099,放心去飞,0.2%,40.07,121,<0.1%,100%
4100,猪猪侠之终极决战,0.1%,22.28,9,0.5%,19.1%
4101,道士下山,<0.1%,11.30,6,0.3%,22.8%
4102,鲁邦三世VS名侦探柯南,<0.1%,6.75,38,<0.1%,20.3%
4103,命中注定,<0.1%,5.35,77,<0.1%,90.2%
4104,西藏天空,<0.1%,5.26,147,<0.1%,--
4105,王朝的女人·杨贵妃,<0.1%,5.17,130,<0.1%,100%
4106,再次出发之纽约遇见你,<0.1%,4.20,18,<0.1%,38.0%
4107,拳霸风云,<0.1%,2.22,70,<0.1%,100%
4108,亲，别怕,<0.1%,2.07,4,0.1%,11.7%
4109,罪恶赎金,<0.1%,2.05,3,0.1%,17.0%
4110,王化买父,<0.1%,1.48,41,<0.1%,100%
4111,三只小猪与神灯,<0.1%,1.43,14,<0.1%,38.5%
4112,爱情魔发师,<0.1%,1.37,1,0.4%,6.0%
4113,我是路人甲,<0.1%,1.16,7,<0.1%,18.6%
4114,捉妖记,45.0%,7968.39,42,32.6%,45.1%
4115,煎饼侠,29.1%,5160.81,33,29.7%,44.2%
4116,西游记之大圣归来,12.5%,2210.92,31,13.1%,44.0%
4117,赛尔号大电影5：雷神崛起,6.7%,1191.47,29,7.5%,45.9%
4118,奥拉星：进击圣殿,1.7%,306.40,12,4.9%,18.0%
4119,模仿游戏,1.6%,296.54,17,3.2%,29.7%
4120,小羊肖恩,0.8%,153.68,15,2.1%,31.7%
